Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
536538,21466,RED FLOWER CROCHET FOOD COVER,1,01-12-2010 13:54,3.75,14594.0,United Kingdom
571411,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,17-10-2011 12:33,12.75,17858.0,United Kingdom
C556096,23084,RABBIT NIGHT LIGHT,-1,08-06-2011 15:29,2.08,13599.0,United Kingdom
567721,23388,WOODLAND MINI BACKPACK,24,22-09-2011 10:38,4.15,12409.0,Switzerland
579512,22703,PINK CAT BOWL,4,29-11-2011 16:47,1.63,,United Kingdom
573903,22113,GREY HEART HOT WATER BOTTLE,6,01-11-2011 14:51,4.25,14667.0,United Kingdom
577728,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,21-11-2011 12:52,2.89,17811.0,United Kingdom
547114,79321,CHILLI LIGHTS,1,21-03-2011 11:49,5.75,14688.0,United Kingdom
563205,23229,VINTAGE DONKEY TAIL GAME ,2,14-08-2011 12:03,3.75,14040.0,United Kingdom
558475,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,1,29-06-2011 15:58,1.65,,United Kingdom
568060,23517,EMBROIDERED RIBBON REEL REBECCA ,2,23-09-2011 13:11,2.89,14546.0,United Kingdom
563950,23360,SET 8 CANDLES VINTAGE DOILY,12,22-08-2011 10:39,1.95,12471.0,Germany
561214,22654,DELUXE SEWING KIT ,1,25-07-2011 17:00,11.63,,United Kingdom
542622,21698,MOCK LOBSTER FRIDGE MAGNET,1,31-01-2011 09:09,1.63,,United Kingdom
539958,90214M,"LETTER ""M"" BLING KEY RING",1,23-12-2010 13:26,0.85,,United Kingdom
576326,21810,CHRISTMAS HANGING STAR WITH BELL,4,14-11-2011 15:18,0.39,16504.0,United Kingdom
573897,35967,FOLK ART METAL STAR T-LIGHT HOLDER,12,01-11-2011 14:29,0.38,16729.0,United Kingdom
573274,22197,POPCORN HOLDER,13,28-10-2011 13:10,2.46,,United Kingdom
542864,22222,CAKE PLATE LOVEBIRD WHITE,24,01-02-2011 12:03,1.95,13802.0,United Kingdom
570103,23235,STORAGE TIN VINTAGE LEAF,1,07-10-2011 12:18,2.89,15719.0,United Kingdom
571292,21257,VICTORIAN SEWING BOX MEDIUM,1,16-10-2011 15:45,7.95,15311.0,United Kingdom
542993,35923,CANDY HEART HANGING DECORATION,12,02-02-2011 12:02,1.25,16156.0,United Kingdom
581219,22866,HAND WARMER SCOTTY DOG DESIGN,1,08-12-2011 09:28,4.13,,United Kingdom
568314,22083,PAPER CHAIN KIT RETROSPOT,1,26-09-2011 12:58,2.95,14387.0,United Kingdom
550504,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,18-04-2011 15:43,3.75,16654.0,United Kingdom
549524,21246,RED RETROSPOT BIG BOWL,1,08-04-2011 15:42,4.13,,United Kingdom
560290,35004B,SET OF 3 BLACK FLYING DUCKS,1,18-07-2011 10:17,12.46,,United Kingdom
554096,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,2,22-05-2011 12:51,5.45,14921.0,United Kingdom
549126,22276,WASH BAG VINTAGE ROSE PAISLEY,4,06-04-2011 14:23,2.55,16031.0,United Kingdom
538883,22202,MILK PAN PINK POLKADOT,2,14-12-2010 15:56,7.62,,United Kingdom
554181,22569,FELTCRAFT CUSHION BUTTERFLY,4,23-05-2011 12:09,3.75,13078.0,United Kingdom
565460,23110,PARISIENNE KEY CABINET ,6,05-09-2011 09:24,5.75,16843.0,United Kingdom
551174,22997,TRAVEL CARD WALLET UNION JACK,1,26-04-2011 17:02,0.83,,United Kingdom
565440,22354,RETROSPOT PADDED SEAT CUSHION,15,04-09-2011 14:06,3.75,12709.0,Germany
540418,16225,RATTLE SNAKE EGGS,3,07-01-2011 11:04,0.85,,United Kingdom
546656,22355,CHARLOTTE BAG SUKI DESIGN,4,15-03-2011 14:19,2.46,,United Kingdom
C562921,22423,REGENCY CAKESTAND 3 TIER,-2,10-08-2011 14:17,12.75,13767.0,United Kingdom
544770,20725,LUNCH BAG RED RETROSPOT,1,23-02-2011 11:11,4.96,,United Kingdom
569144,21088,SET/6 FRUIT SALAD PAPER CUPS,5,30-09-2011 15:14,0.19,17227.0,United Kingdom
580156,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,02-12-2011 10:32,1.25,14897.0,United Kingdom
569650,21770,OPEN CLOSED METAL SIGN,36,05-10-2011 12:44,4.25,12415.0,Australia
565405,23342,MINT DINER CLOCK,2,04-09-2011 10:51,8.5,14211.0,United Kingdom
574710,20751,FUNKY WASHING UP GLOVES ASSORTED,5,06-11-2011 14:17,2.1,15427.0,United Kingdom
574898,20725,LUNCH BAG RED RETROSPOT,10,07-11-2011 15:07,1.65,16242.0,United Kingdom
541858,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,23-01-2011 15:34,0.42,16983.0,United Kingdom
581023,DOT,DOTCOM POSTAGE,1,07-12-2011 10:35,1861.46,,United Kingdom
581439,20978,36 PENCILS TUBE SKULLS,1,08-12-2011 16:30,2.46,,United Kingdom
572897,23201,JUMBO BAG ALPHABET,9,26-10-2011 14:42,4.13,,United Kingdom
554514,23201,JUMBO BAG ALPHABET,3,24-05-2011 15:58,4.13,,United Kingdom
541592,22303,COFFEE MUG APPLES DESIGN,2,19-01-2011 15:08,4.96,,United Kingdom
573585,20713,JUMBO BAG OWLS,1,31-10-2011 14:41,4.13,,United Kingdom
549835,22813,PACK 3 BOXES BIRD PANNETONE ,192,12-04-2011 13:24,1.65,17511.0,United Kingdom
540551,22966,GINGERBREAD MAN COOKIE CUTTER,1,10-01-2011 09:43,2.51,,United Kingdom
559465,21930,JUMBO STORAGE BAG SKULLS,100,08-07-2011 13:26,1.79,14680.0,United Kingdom
580983,23224,CHERUB HEART DECORATION GOLD,4,06-12-2011 16:26,1.63,,United Kingdom
556084,23169,CLASSIC GLASS COOKIE JAR,6,08-06-2011 15:23,4.15,17491.0,United Kingdom
577768,22178,VICTORIAN GLASS HANGING T-LIGHT,4,21-11-2011 15:18,2.46,,United Kingdom
548158,21448,12 DAISY PEGS IN WOOD BOX,1,29-03-2011 13:28,1.65,15906.0,United Kingdom
555815,21504,SKULLS GREETING CARD,12,07-06-2011 11:47,0.42,13089.0,United Kingdom
545215,21733,RED HANGING HEART T-LIGHT HOLDER,9,28-02-2011 16:47,2.95,,United Kingdom
552551,23209,LUNCH BAG DOILEY PATTERN ,10,10-05-2011 10:45,1.65,15433.0,United Kingdom
581256,22726,ALARM CLOCK BAKELIKE GREEN,12,08-12-2011 11:21,8.29,,United Kingdom
562457,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,05-08-2011 11:00,0.55,18079.0,United Kingdom
544154,15036,ASSORTED COLOURS SILK FAN,600,16-02-2011 12:13,0.65,13414.0,United Kingdom
548728,21358,TOAST ITS - HAPPY BIRTHDAY,12,04-04-2011 09:55,1.25,13198.0,United Kingdom
576062,23232,WRAP VINTAGE LEAF DESIGN,25,13-11-2011 15:30,0.42,12867.0,United Kingdom
543370,22847,BREAD BIN DINER STYLE IVORY,2,07-02-2011 14:51,16.95,12359.0,Cyprus
555488,85066,CREAM SWEETHEART MINI CHEST,1,03-06-2011 13:43,12.75,16942.0,United Kingdom
567656,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,21-09-2011 14:40,2.46,14096.0,United Kingdom
560305,22382,LUNCH BAG SPACEBOY DESIGN ,1,18-07-2011 10:49,1.65,16511.0,United Kingdom
574036,23084,RABBIT NIGHT LIGHT,18,02-11-2011 12:46,2.08,16607.0,United Kingdom
541811,47518f,ICON PLACEMAT POP ART ELVIS,1,21-01-2011 15:01,4.13,,United Kingdom
566562,22530,MAGIC DRAWING SLATE DOLLY GIRL ,8,13-09-2011 12:18,0.42,17365.0,United Kingdom
559337,22358,KINGS CHOICE TEA CADDY ,1,07-07-2011 16:27,2.46,,United Kingdom
562024,22342,HOME GARLAND PAINTED ZINC ,1,01-08-2011 16:07,3.29,,United Kingdom
567613,22835,HOT WATER BOTTLE I AM SO POORLY,4,21-09-2011 11:49,4.95,13908.0,United Kingdom
543652,21242,RED RETROSPOT PLATE ,8,11-02-2011 10:15,1.69,15544.0,United Kingdom
540681,22356,CHARLOTTE BAG PINK POLKADOT,3,10-01-2011 16:25,1.66,,United Kingdom
570592,20728,LUNCH BAG CARS BLUE,4,11-10-2011 11:37,4.96,,United Kingdom
539437,21991,BOHEMIAN COLLAGE STATIONERY SET,1,17-12-2010 14:54,2.51,,United Kingdom
576339,84375,SET OF 20 KIDS COOKIE CUTTERS,4,14-11-2011 15:27,4.13,14096.0,United Kingdom
552852,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2,11-05-2011 15:08,2.55,16712.0,United Kingdom
574727,22501,PICNIC BASKET WICKER LARGE,12,06-11-2011 15:01,9.95,15526.0,United Kingdom
578347,21479,WHITE SKULL HOT WATER BOTTLE ,1,24-11-2011 09:26,8.29,,United Kingdom
579187,20652,BLUE POLKADOT LUGGAGE TAG ,1,28-11-2011 15:31,2.46,,United Kingdom
547245,21240,BLUE POLKADOT CUP,8,22-03-2011 08:49,0.85,14632.0,United Kingdom
C552024,22990,COTTON APRON PANTRY DESIGN,-2,05-05-2011 18:01,4.95,14961.0,United Kingdom
546237,62086A,PINK RETRO BIG FLOWER BAG,6,10-03-2011 12:50,1.95,16625.0,United Kingdom
581219,23302,KNEELING MAT HOUSEWORK  DESIGN,2,08-12-2011 09:28,3.29,,United Kingdom
548743,22726,ALARM CLOCK BAKELIKE GREEN,8,04-04-2011 12:05,3.75,14895.0,United Kingdom
555249,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,3,01-06-2011 14:57,1.95,17472.0,United Kingdom
541104,20801,LARGE PINK GLASS SUNDAE DISH,1,13-01-2011 14:29,2.46,,United Kingdom
565649,22425,ENAMEL COLANDER CREAM,3,05-09-2011 16:27,4.95,16712.0,United Kingdom
556042,22627,MINT KITCHEN SCALES,1,08-06-2011 12:44,8.5,14367.0,United Kingdom
553192,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,15-05-2011 13:27,0.85,15333.0,United Kingdom
562140,22180,RETROSPOT LAMP,3,03-08-2011 10:11,9.95,18241.0,United Kingdom
573841,23169,CLASSIC GLASS COOKIE JAR,1,01-11-2011 11:39,4.15,14995.0,United Kingdom
559139,16156S,WRAP PINK FAIRY CAKES ,150,06-07-2011 13:41,0.42,15061.0,United Kingdom
565854,20725,LUNCH BAG RED RETROSPOT,10,07-09-2011 13:22,1.65,12490.0,France
546310,82486,WOOD S/3 CABINET ANT WHITE FINISH,12,10-03-2011 16:26,8.15,15291.0,United Kingdom
578016,85014B,RED RETROSPOT UMBRELLA,1,22-11-2011 13:02,5.95,14506.0,United Kingdom
580301,22865,HAND WARMER OWL DESIGN,12,02-12-2011 14:11,2.1,15271.0,United Kingdom
557136,22556,PLASTERS IN TIN CIRCUS PARADE ,12,17-06-2011 09:23,1.65,14911.0,EIRE
549570,22084,PAPER CHAIN KIT EMPIRE,2,10-04-2011 15:19,2.95,17550.0,United Kingdom
554981,22564,ALPHABET STENCIL CRAFT,5,29-05-2011 12:06,1.25,17613.0,United Kingdom
562417,23201,JUMBO BAG ALPHABET,3,04-08-2011 16:32,4.13,,United Kingdom
560504,15056N,EDWARDIAN PARASOL NATURAL,3,19-07-2011 11:47,5.95,13081.0,United Kingdom
562596,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,08-08-2011 09:22,1.65,16145.0,United Kingdom
554134,21039,RED RETROSPOT SHOPPING BAG,6,23-05-2011 09:48,2.55,12583.0,France
566393,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,12-09-2011 12:45,4.15,13269.0,United Kingdom
578233,22913,RED COAT RACK PARIS FASHION,1,23-11-2011 12:20,4.95,14049.0,United Kingdom
580305,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,02-12-2011 14:26,1.25,12970.0,United Kingdom
550447,22960,JAM MAKING SET WITH JARS,1,18-04-2011 12:36,4.25,16033.0,United Kingdom
561332,48111,DOORMAT 3 SMILEY CATS,2,26-07-2011 14:25,7.95,13492.0,Switzerland
571032,21164,HOME SWEET HOME METAL SIGN ,1,13-10-2011 12:38,2.95,13827.0,United Kingdom
567663,22697,GREEN REGENCY TEACUP AND SAUCER,6,21-09-2011 15:15,2.95,14951.0,United Kingdom
552883,22814,CARD PARTY GAMES ,72,12-05-2011 10:13,0.36,14646.0,Netherlands
544406,20767,BLUE PAISLEY JOURNAL ,2,18-02-2011 13:26,2.55,16726.0,United Kingdom
577078,21025,SPACE FROG,1,17-11-2011 15:17,2.46,,United Kingdom
561009,84050,PINK HEART SHAPE EGG FRYING PAN,72,22-07-2011 16:03,1.25,15856.0,United Kingdom
546435,22127,PARTY CONES CARNIVAL ASSORTED,12,14-03-2011 09:37,1.25,15671.0,United Kingdom
565396,21094,SET/6 RED SPOTTY PAPER PLATES,3,02-09-2011 16:39,0.83,,United Kingdom
544190,85016,SET OF 6 VINTAGE NOTELETS KIT,6,16-02-2011 16:56,2.55,13089.0,United Kingdom
560772,22507,MEMO BOARD RETROSPOT  DESIGN,1,20-07-2011 16:12,10.79,,United Kingdom
549842,21907,I'M ON HOLIDAY METAL SIGN,12,12-04-2011 13:55,2.1,14738.0,United Kingdom
C572455,M,Manual,-1,24-10-2011 12:41,265.7,,United Kingdom
576077,23193,BUFFALO BILL TREASURE BOOK BOX,1,13-11-2011 16:22,2.25,16720.0,United Kingdom
547253,22586,FELTCRAFT HAIRBAND PINK AND BLUE,6,22-03-2011 10:44,0.85,13869.0,United Kingdom
545019,21507,"ELEPHANT, BIRTHDAY CARD, ",24,25-02-2011 13:56,0.42,15093.0,United Kingdom
567675,21329,DINOSAURS  WRITING SET ,6,21-09-2011 15:54,1.65,15351.0,United Kingdom
574060,23570,TRADITIONAL PICK UP STICKS GAME ,12,02-11-2011 14:16,1.25,16531.0,United Kingdom
571640,22988,SOLDIERS EGG CUP ,108,18-10-2011 12:01,1.25,17203.0,United Kingdom
552702,47593B,SCOTTIE DOGS BABY BIB,3,10-05-2011 16:00,0.83,,United Kingdom
573137,21166,COOK WITH WINE METAL SIGN ,1,27-10-2011 17:15,4.13,,United Kingdom
558200,21907,I'M ON HOLIDAY METAL SIGN,1,27-06-2011 13:00,2.1,15976.0,United Kingdom
578944,22818,CARD CHRISTMAS VILLAGE,12,27-11-2011 13:41,0.42,16005.0,United Kingdom
560368,23158,SET OF 5 LUCKY CAT MAGNETS ,1,18-07-2011 12:25,2.08,17841.0,United Kingdom
541696,84692,BOX OF 24 COCKTAIL PARASOLS,2,20-01-2011 18:08,0.83,,United Kingdom
566554,21936,RED RETROSPOT PICNIC BAG,10,13-09-2011 11:39,2.95,13136.0,United Kingdom
578926,20724,RED RETROSPOT CHARLOTTE BAG,10,27-11-2011 12:24,0.85,18156.0,United Kingdom
571028,21807,WHITE CHRISTMAS STAR DECORATION,4,13-10-2011 12:21,0.42,16770.0,United Kingdom
569898,84375,SET OF 20 KIDS COOKIE CUTTERS,1,06-10-2011 16:08,4.13,,United Kingdom
570884,21288,STRIPEY CHOCOLATE NESTING BOXES,10,13-10-2011 10:09,2.95,17315.0,United Kingdom
562540,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,4,05-08-2011 15:38,0.39,17400.0,United Kingdom
568712,23266,SET OF 3 WOODEN STOCKING DECORATION,1,28-09-2011 15:50,1.25,17841.0,United Kingdom
543300,47310M,"SMALL POP BOX,FUNKY MONKEY",3,07-02-2011 11:42,1.25,13334.0,United Kingdom
562104,21452,TOADSTOOL MONEY BOX,1,02-08-2011 14:31,4.96,,United Kingdom
581219,21650,ASSORTED TUTTI FRUTTI BRACELET,10,08-12-2011 09:28,0.83,,United Kingdom
559812,21947,SET OF 6 HEART CHOPSTICKS,1,12-07-2011 15:29,1.25,15051.0,United Kingdom
580983,22671,FRENCH LAUNDRY SIGN BLUE METAL,2,06-12-2011 16:26,3.29,,United Kingdom
570241,90019A,SILVER M.O.P ORBIT BRACELET,1,09-10-2011 15:24,4.95,14801.0,United Kingdom
540976,21955,DOORMAT UNION JACK GUNS AND ROSES,2,12-01-2011 15:00,7.95,12652.0,France
563946,23169,CLASSIC GLASS COOKIE JAR,6,22-08-2011 10:15,4.15,17527.0,United Kingdom
581492,22899,CHILDREN'S APRON DOLLY GIRL ,2,09-12-2011 10:03,4.13,,United Kingdom
551872,15039,SANDALWOOD FAN,20,04-05-2011 17:19,0.85,12955.0,United Kingdom
576062,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,13-11-2011 15:30,2.08,12867.0,United Kingdom
575766,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,11-11-2011 11:06,0.83,12856.0,United Kingdom
564818,22230,JIGSAW TREE WITH WATERING CAN,1,30-08-2011 12:10,1.63,,United Kingdom
539607,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,20-12-2010 14:10,2.55,12681.0,France
569250,84949,SILVER HANGING T-LIGHT HOLDER,12,03-10-2011 10:18,1.65,16747.0,United Kingdom
560473,23175,REGENCY MILK JUG PINK ,4,19-07-2011 10:42,3.25,12431.0,Australia
580367,84375,SET OF 20 KIDS COOKIE CUTTERS,1,02-12-2011 16:39,4.13,,United Kingdom
579267,23556,LANDMARK FRAME COVENT GARDEN ,3,29-11-2011 09:42,12.5,14961.0,United Kingdom
558614,22815,CARD PSYCHEDELIC APPLES,22,30-06-2011 15:56,0.42,,United Kingdom
541965,22556,PLASTERS IN TIN CIRCUS PARADE ,12,24-01-2011 13:27,1.65,12625.0,Germany
571284,21181,PLEASE ONE PERSON METAL SIGN,5,16-10-2011 14:07,2.1,14562.0,United Kingdom
546888,16237,SLEEPING CAT ERASERS,1,17-03-2011 18:15,0.42,,United Kingdom
558867,22624,IVORY KITCHEN SCALES,1,04-07-2011 12:41,8.5,17765.0,United Kingdom
560434,79321,CHILLI LIGHTS,1,18-07-2011 15:56,12.46,,United Kingdom
580634,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,05-12-2011 12:29,2.1,14060.0,United Kingdom
540821,21556,CERAMIC STRAWBERRY MONEY BOX,3,11-01-2011 13:16,2.51,,United Kingdom
550328,22858,EASTER TIN KEEPSAKE,1,17-04-2011 13:18,1.65,17582.0,United Kingdom
550986,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,21-04-2011 18:06,8.29,,United Kingdom
557616,22427,ENAMEL FLOWER JUG CREAM,3,21-06-2011 13:25,5.95,12930.0,United Kingdom
572452,22897,OVEN MITT APPLES DESIGN,10,24-10-2011 12:36,1.45,12921.0,United Kingdom
562213,23203,JUMBO BAG DOILEY PATTERNS,4,03-08-2011 13:39,2.08,13975.0,United Kingdom
558705,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,01-07-2011 12:52,1.65,12748.0,United Kingdom
540813,22563,HAPPY STENCIL CRAFT,6,11-01-2011 12:41,1.25,14669.0,United Kingdom
549263,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,07-04-2011 12:39,6.35,15800.0,United Kingdom
560271,21986,PACK OF 12 PINK POLKADOT TISSUES,1,17-07-2011 14:51,0.29,16474.0,United Kingdom
569129,22729,ALARM CLOCK BAKELIKE ORANGE,1,30-09-2011 13:40,3.75,15034.0,United Kingdom
557318,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,19-06-2011 16:11,4.15,14911.0,EIRE
575981,84712B,PINK JEWELLED PHOTO FRAME,2,13-11-2011 13:41,7.95,15500.0,United Kingdom
562233,21470,FLOWER VINE RAFFIA FOOD COVER,2,03-08-2011 14:54,3.75,14972.0,United Kingdom
564335,85053,FRENCH ENAMEL CANDLEHOLDER,2,24-08-2011 14:23,2.1,15800.0,United Kingdom
570219,23203,JUMBO BAG VINTAGE DOILY ,5,09-10-2011 12:44,2.08,16809.0,United Kingdom
559028,22197,POPCORN HOLDER,12,05-07-2011 14:27,0.85,12839.0,United Kingdom
580727,22357,KINGS CHOICE BISCUIT TIN,1,05-12-2011 17:17,4.13,14096.0,United Kingdom
576339,71477,COLOURED GLASS STAR T-LIGHT HOLDER,9,14-11-2011 15:27,6.63,14096.0,United Kingdom
557123,23159,SET OF 5 PANCAKE DAY MAGNETS,2,16-06-2011 17:56,2.08,15555.0,United Kingdom
565850,23427,STOOL HOME SWEET HOME ,1,07-09-2011 12:55,12.5,14530.0,United Kingdom
552196,48187,DOORMAT NEW ENGLAND,1,06-05-2011 14:32,7.95,18078.0,United Kingdom
563744,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,19-08-2011 09:35,0.83,13266.0,United Kingdom
577410,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,20-11-2011 10:59,2.08,14664.0,United Kingdom
577594,22738,RIBBON REEL SNOWY VILLAGE,5,20-11-2011 16:07,1.65,13142.0,United Kingdom
579692,21479,WHITE SKULL HOT WATER BOTTLE ,4,30-11-2011 14:05,4.25,12433.0,Norway
569869,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,36,06-10-2011 14:59,1.25,,United Kingdom
562968,22492,MINI PAINT SET VINTAGE ,36,11-08-2011 10:55,0.65,14291.0,United Kingdom
544450,22519,CHILDS GARDEN BRUSH PINK,3,20-02-2011 12:23,2.1,17811.0,United Kingdom
548327,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,30-03-2011 13:05,1.25,16788.0,United Kingdom
547396,22631,CIRCUS PARADE LUNCH BOX ,6,22-03-2011 16:54,3.29,,United Kingdom
556205,23173,REGENCY TEAPOT ROSES ,2,09-06-2011 13:37,9.95,15827.0,United Kingdom
553224,22382,LUNCH BAG SPACEBOY DESIGN ,4,16-05-2011 10:40,1.65,17228.0,United Kingdom
564837,23206,LUNCH BAG APPLE DESIGN,1,30-08-2011 12:40,4.13,,United Kingdom
559051,85176,SEWING SUSAN 21 NEEDLE SET,7,05-07-2011 16:47,0.79,,United Kingdom
566901,21912,VINTAGE SNAKES & LADDERS,4,15-09-2011 13:54,3.75,17434.0,United Kingdom
570231,20717,STRAWBERRY SHOPPER BAG,2,09-10-2011 13:44,1.25,16685.0,United Kingdom
554157,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,23-05-2011 11:33,1.65,18283.0,United Kingdom
553202,22072,RED RETROSPOT TEA CUP AND SAUCER ,2,15-05-2011 16:02,3.75,15854.0,United Kingdom
556079,23167,SMALL CERAMIC TOP STORAGE JAR ,12,08-06-2011 15:18,0.83,18229.0,United Kingdom
553134,23159,SET OF 5 PANCAKE DAY MAGNETS,12,13-05-2011 12:50,2.08,15382.0,United Kingdom
538349,21128,GOLD FISHING GNOME,1,10-12-2010 14:59,12.72,,United Kingdom
537298,21014,SWISS CHALET TREE DECORATION ,12,06-12-2010 11:37,0.85,13497.0,United Kingdom
540478,20713,JUMBO BAG OWLS,300,07-01-2011 14:53,1.65,15769.0,United Kingdom
559653,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,11-07-2011 12:49,3.25,14552.0,United Kingdom
580311,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,02-12-2011 14:48,2.49,18245.0,United Kingdom
543732,21100,CHARLIE AND LOLA CHARLOTTE BAG,1,11-02-2011 12:02,4.13,,United Kingdom
558058,84879,ASSORTED COLOUR BIRD ORNAMENT,16,24-06-2011 15:00,1.69,14766.0,United Kingdom
559535,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,10-07-2011 12:16,1.65,17841.0,United Kingdom
572327,21506,"FANCY FONT BIRTHDAY CARD, ",12,24-10-2011 10:08,0.42,15277.0,United Kingdom
574714,21162,TOXIC AREA  DOOR HANGER ,2,06-11-2011 14:29,0.39,15427.0,United Kingdom
547786,22521,CHILDS GARDEN TROWEL PINK,1,25-03-2011 11:44,0.85,14587.0,United Kingdom
578149,23391, I LOVE LONDON MINI BACKPACK,1,23-11-2011 11:11,8.29,,United Kingdom
572511,23485,BOTANICAL GARDENS WALL CLOCK ,1,24-10-2011 14:29,25.0,14895.0,United Kingdom
576689,23570,TRADITIONAL PICK UP STICKS GAME ,7,16-11-2011 12:18,1.25,16657.0,United Kingdom
573002,22196,SMALL HEART MEASURING SPOONS,160,27-10-2011 12:09,0.72,14646.0,Netherlands
568216,23355,HOT WATER BOTTLE KEEP CALM,4,26-09-2011 09:28,4.95,16168.0,United Kingdom
572095,23283,DOORMAT VINTAGE LEAF,1,20-10-2011 15:15,8.25,15511.0,United Kingdom
569690,23332,IVORY WICKER HEART LARGE,10,05-10-2011 15:04,1.65,15351.0,United Kingdom
544295,82581,TOILET METAL SIGN,24,17-02-2011 12:43,0.42,14298.0,United Kingdom
555025,23298,SPOTTY BUNTING,3,31-05-2011 11:21,4.95,17648.0,United Kingdom
553899,22425,ENAMEL COLANDER CREAM,6,19-05-2011 17:25,4.95,14292.0,United Kingdom
539731,84915,HAND TOWEL PINK FLOWER AND DAISY,100,21-12-2010 15:05,1.25,14646.0,Netherlands
574834,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,07-11-2011 11:30,1.65,13139.0,United Kingdom
560251,21724,PANDA AND BUNNIES STICKER SHEET,1,17-07-2011 12:32,0.85,17774.0,United Kingdom
578534,23115,RED APPLES CHOPPING BOARD   ,4,24-11-2011 14:51,4.95,15725.0,United Kingdom
548388,22444,GROW YOUR OWN PLANT IN A CAN ,24,30-03-2011 16:52,1.25,13268.0,United Kingdom
561369,21232,STRAWBERRY CERAMIC TRINKET BOX,1,26-07-2011 16:21,2.46,,United Kingdom
562035,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,02-08-2011 09:29,4.95,12627.0,Germany
572324,22102,MIRROR MOSAIC T-LIGHT HOLDER ,720,24-10-2011 09:52,0.39,14607.0,United Kingdom
565432,22099,CARAVAN SQUARE TISSUE BOX,1,04-09-2011 13:16,0.39,16241.0,United Kingdom
566673,23157,SET OF 6 NATIVITY MAGNETS ,12,14-09-2011 11:39,2.08,17728.0,United Kingdom
543592,22623,BOX OF VINTAGE JIGSAW BLOCKS ,2,10-02-2011 11:57,4.95,17243.0,United Kingdom
540550,22358,KINGS CHOICE TEA CADDY ,6,10-01-2011 09:11,2.95,12539.0,Spain
563584,21524,DOORMAT SPOTTY HOME SWEET HOME,2,17-08-2011 16:48,7.95,15122.0,United Kingdom
578019,22553,PLASTERS IN TIN SKULLS,1,22-11-2011 13:11,1.65,17360.0,United Kingdom
537051,22300,COFFEE MUG DOG + BALL DESIGN,6,05-12-2010 11:12,2.55,15708.0,United Kingdom
558068,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,24-06-2011 15:51,4.95,,United Kingdom
570690,22754,SMALL RED BABUSHKA NOTEBOOK ,2,11-10-2011 16:37,1.63,,United Kingdom
572284,22619,SET OF 6 SOLDIER SKITTLES,3,23-10-2011 12:08,3.75,16744.0,United Kingdom
548191,22737,RIBBON REEL CHRISTMAS PRESENT ,1,29-03-2011 15:20,3.29,,United Kingdom
568328,23000,TRAVEL CARD WALLET TRANSPORT,24,26-09-2011 14:06,0.42,18016.0,United Kingdom
538351,21866,UNION JACK FLAG LUGGAGE TAG,1,10-12-2010 15:17,3.36,,United Kingdom
558417,21786,POLKADOT RAIN HAT ,144,29-06-2011 10:50,0.32,14156.0,EIRE
556017,23168,CLASSIC CAFE SUGAR DISPENSER,12,08-06-2011 11:56,1.25,15382.0,United Kingdom
558862,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,04-07-2011 12:25,3.75,13901.0,United Kingdom
537144,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,05-12-2010 13:00,4.95,15880.0,United Kingdom
556237,84905,PINK BUTTERFLY CUSHION COVER ,1,09-06-2011 15:34,4.96,,United Kingdom
